company_name,board_approval_date,address,board_amount,actual_benefit
Union Carbide Corporation,2014-08-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",5841055,1039495.76
Union Carbide Corporation,2014-08-26T00:00:00Z,"Highway 18, River Rd, Taft, LA",8351369,985968.72
"Halliburton Energy Services, LLC",2013-10-22T00:00:00Z,"3811 3rd Street, Bldg. #12, New Iberia, LA",1404800,172102.31
"Kleinpeter Farms Dairy, LLC",2014-02-25T00:00:00Z,"14444 Airline Highway, Baton Rouge, LA",4062932,713690.27
CMC Steel Fabricators dba CMC Capitol Steel,2012-10-23T00:00:00Z,"14735 South Choctaw Dr., Baton Rouge, LA",1063980,91727.47
"CF Industries, Inc.",2014-10-28T00:00:00Z,"39018 Hwy. 3089, Donaldsonville, LA",6958321,1070885.6
"CF Industries, Inc.",2014-10-28T00:00:00Z,"39018 Hwy. 3089, Donaldsonville, LA",5889752,906432.83
"Performance Energy Services, LLC",2013-12-10T00:00:00Z,"250 N. American Court, Houma, LA",6430196,306966.24
"Performance Energy Services, LLC",2014-10-28T00:00:00Z,"250 N. American Court, Houma, LA",2370359,306966.24
"Louisiana Elastomer, LLC",2013-10-22T00:00:00Z,"2001 Biglane Rd, Vidalia, LA",3537100,443505.27
"Louisiana Elastomer, LLC",2014-10-28T00:00:00Z,"2001 Biglane Rd, Vidalia, LA",4703588,443505.27
Union Carbide Corporation,2013-10-22T00:00:00Z,"Highway 18, River Rd, Taft, LA",3515e3,508890.61
Southern Ionics Inc,2015-10-27T00:00:00Z,"Gulf States Road, Baton Rouge, LA",14143452,2313868.75
Westlake Chemical OpCo LP,2013-10-22T00:00:00Z,"900 Hwy 108, Sulphur, LA",665671,121351.82
Dow Chemical Company,2013-10-22T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",411e4,497774.53
Angus Chemical Company,2013-10-22T00:00:00Z,"LA Hwy 2, Sterlington, LA",96e5,1196536.95
Angus Chemical Company,2012-02-28T00:00:00Z,"LA Hwy 2, Sterlington, LA",108e5,1270078.62
"Westlake Vinyls Company, LP",2014-10-28T00:00:00Z,"36045 Hwy 30, Geismar, LA",7364962,1166609.98
"Westlake Vinyls Company, LP",2017-02-21T00:00:00Z,"36045 Hwy 30, Geismar, LA",1437960,209223.18
Toshiba Machine Acceptance Corp.,2012-12-11T00:00:00Z,"73526 Bollfield Dr., Covington, LA",443e3,109509.6
Phillips 66 Company,2014-12-09T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",127737130,11968969.17
"Bollinger Amelia Repair, LLC",2014-08-26T00:00:00Z,"606 Ford Industrial Lane, Amelia, LA",21739103,3176082.95
"Prager, Inc.",2013-10-22T00:00:00Z,"181 Riverbend Blvd, St Rose, LA",8884894,1553967.96
Union Carbide Corporation,2012-10-23T00:00:00Z,"Hwy 18, River Rd, Taft, LA",13648582,2476072.89
"Mid South Extrusion, Inc.",2013-10-22T00:00:00Z,"2015 Jackson Street, Monroe, LA",1624234,221545.52
Marathon Petroleum Company LP,2012-10-23T00:00:00Z,"Hwy 61 @ Marathon Ave, Garyville, LA",3888134,954594.78
Marathon Petroleum Company LP,2013-10-22T00:00:00Z,"Hwy 61 @ Marathon Ave, Garyville, LA",4018411,720178.33
Marathon Petroleum Company LP,2014-10-28T00:00:00Z,"Hwy 61 @ Marathon Ave, Garyville, LA",290281,51321.68
"Cameron LNG, LLC",2014-12-09T00:00:00Z,"301 North Main St., Hackberry, LA",549229e3,215908006.36
"Cameron LNG, LLC",2013-10-22T00:00:00Z,"801 North Main St., Hackberry, LA",171530,215908006.36
Martco L.L.C,2012-10-23T00:00:00Z,"192 Pawnee Road, Oakdale, LA",264621246,60570919.66
Martco L.L.C,2013-10-22T00:00:00Z,"192 Pawnee Road, Oakdale, LA",8520876,1950428.52
"Kim Kool, Inc.",2012-10-23T00:00:00Z,"2619 Lena Street, Sulphur, LA",170062,32192.74
"Kim Kool, Inc.",2013-10-22T00:00:00Z,"2619 Lena Street, Sulphur, LA",255035,393580.14
Oil States Skagit-Smatco LLC,2014-10-28T00:00:00Z,"1180 Mulberry Rd, Houma, LA",24e5,334086.53
"Valero Refining-New Orleans, LLC",2012-10-23T00:00:00Z,"15272 River Road, New Sarpy, LA",9245357,1617044.42
"Valero Refining-New Orleans, LLC",2013-10-22T00:00:00Z,"15272 River Road, Norco, LA",414781410,73017368.16
"UTLX Manufacturing, LLC",2013-06-25T00:00:00Z,"6325 Hwy 1 North, Alexandria, LA",1666439,275462.37
"Gulf Island Fabrication, Inc.",2013-10-22T00:00:00Z,"567 Thompson Road, Houma, LA",2195384,313281.3
Dow Chemical Company,2015-10-27T00:00:00Z,"21255 LA Highway 1, Plaquemine, LA",2445047,368957.59
Dow Chemical Company,2013-10-22T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",2932e3,355358.4
Dow Chemical Company,2015-10-27T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",10974002,1339261.19
"O'Leary Bros. Signs & Awning, Inc.",2012-10-23T00:00:00Z,"902 N.W. Main Hwy. 71, Bunkie, LA",115931,9900.42
Union Carbide Corporation,2013-10-22T00:00:00Z,"Hwy. 18 River Road, Taft, LA",2213416,304719.54
"Parish Concrete, LLC",2012-10-23T00:00:00Z,"28095 Hwy 22, Pontchatoula, LA",1922764,228282.17
"Samson Rope Technologies, Inc.",2013-10-22T00:00:00Z,"200 Southpark Road, Lafayette, LA",9e6,1109288.52
Phillips 66 Company,2012-10-23T00:00:00Z,"2200 Old Spanish Trail Road, Westlake, LA",1414284,267723.96
Phillips 66 Company,2013-10-22T00:00:00Z,"2200 Old Spanish Trail Road, Westlake, LA",1817775,344104.81
Honeywell International,2013-10-22T00:00:00Z,"5525 Highway 3115, Carville, LA",13080227,2013046.94
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",991886,146842.53
"RTD Beverages, LLC",2015-08-25T00:00:00Z,"72070 Highway 1077, Covington, LA",20955994,5051779.58
"Gulf Island, LLC",2012-10-23T00:00:00Z,"583 Thompson Road, Houma, LA",2389058,333034.69
"Petrotechnologies, Inc.",2012-10-23T00:00:00Z,"1187 Wall Road, Broussard, LA",520865,85161.43
Dow Chemical Company,2013-10-22T00:00:00Z,"21255 LA Highway 1, South, Plaquemine, LA",27e5,328293.35
"Gulf Island Marine Fabricators, LLC",2014-10-28T00:00:00Z,"301 Gulf Island Road, Houma, LA",5888868,842711.32
"Gulf Island Marine Fabricators, LLC",2014-10-28T00:00:00Z,"301 Bayou Dularge Road, Houma, LA",9822518,1405602.33
"Gulf Island Marine Fabricators, LLC",2015-08-25T00:00:00Z,"301 Bayou Dularge Road, Houma, LA",10836734,1567942.41
"Air Products and Chemicals, Inc.",2015-12-08T00:00:00Z,"2 Gulf States Utility Road, Baton Rouge, LA",164760941,26954889.95
"Georgia Pacific Consumer Operations, LLC",2013-10-22T00:00:00Z,"1000 West Mt Pleasant Road, Port Hudson, LA",9921069,1639952.71
"Georgia Pacific Consumer Operations, LLC",2014-10-28T00:00:00Z,"1000 West Mt Pleasant Road, Zachary, LA",15822349,2588536.3
"Axiall, LLC",2015-02-24T00:00:00Z,"26100 Highway 405, Plaquemine, LA",3168522,407788.78
"Axiall, LLC",2015-02-24T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4105632,528394.84
"Axiall, LLC",2015-02-24T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4369242,528394.84
"Axiall, LLC",2015-02-24T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4271550,407788.78
E B Smith Lumber Company,2012-10-23T00:00:00Z,"18946 LA Highway 190 E, Port Barre, LA",39500,1306.09
Bilvalken Enterprises,2012-10-23T00:00:00Z,"2015 Jackson Street, Monroe, LA",1398e3,202849.8
"Textron, Inc.",2012-10-23T00:00:00Z,"19401 Chef Menteur Hwy, New Orleans, LA",739921,190159.7
Trinity Yachts LLC,2012-10-23T00:00:00Z,"4325 France Road, New Orleans, LA",339561,87267.18
"Southern Foods Group, LP dba Brown's Velvet Dairy",2012-06-26T00:00:00Z,"1300 Baronne Street, New Orleans, LA",51458,13224.71
"Abbott Enterprises, LLC",2012-10-23T00:00:00Z,"4100 Howard Avenue, New Orleans, LA",1293800,332506.6
Phillips 66 Company,2014-12-09T00:00:00Z,"15551 Hwy 23, Belle Chasse, LA",46455707,4352899.75
United States Gypsum Co.,2012-10-23T00:00:00Z,"5701 Lewis Road, New Orleans, LA",567207,145772.2
"Valero Refining-New Orleans, LLC",2014-04-29T00:00:00Z,"14902 River Road, Norco, Norco, LA",1375837140,234442648.66
"Gulf Island, LLC",2013-10-22T00:00:00Z,"567 Thompson Road, Houma, LA",4091761,583894.29
"Gulf Island, LLC",2014-10-28T00:00:00Z,"583 Thompson Road, Houma, LA",928098,132439.58
"CF Industries, Inc.",2012-02-28T00:00:00Z,"39018 Hwy. 3089, Donaldsonville, LA",21883965,3472985.25
"CF Industries, Inc.",2017-06-28T00:00:00Z,"39018 Hwy. 3089, Donaldsonville, LA",21883965,3472985.25
Taylor Rentals LLC,2013-08-27T00:00:00Z,"225 Burgess Drive, Broussard, LA",410577,52594.91
"Dynomach, Inc.",2013-10-22T00:00:00Z,"1146 Commercial Drive, Port Allen, LA",417012,50560.16
"EAM Nelson Holding, LLC",2013-10-22T00:00:00Z,"3500 Houston River Road, Westlake, LA",67543,12313.09
"Entergy Louisiana, LLC - Riverbend",2013-10-22T00:00:00Z,"5485 Highway 61, St. Francisville, LA",44559221,4745557.04
"Entergy Louisiana, LLC - Riverbend",2013-10-22T00:00:00Z,"5485 Highway 61, St. Francisville, LA",3615769,378571.01
"Entergy Louisiana, LLC - Riverbend",2015-08-25T00:00:00Z,"5485 Highway 61, St. Francisville, LA",3795230,396222.01
"Entergy Louisiana, LLC - Riverbend",2015-06-23T00:00:00Z,"5485 Highway 61, St. Francisville, LA",5230490,624520.51
"Entergy Louisiana, LLC - Riverbend",2014-10-28T00:00:00Z,"5485 Highway 61, St. Francisville, LA",2714269,342102.83
"Entergy Louisiana, LLC - Riverbend",2014-10-28T00:00:00Z,"5485 Highway 61, St. Francisville, LA",11302768,1373377.62
"Entergy Louisiana, LLC - Riverbend",2014-10-28T00:00:00Z,"5485 Highway 61, St. Francisville, LA",9835182,1021246.44
"Entergy Louisiana, LLC - Riverbend",2012-06-26T00:00:00Z,"5485 Highway 61, St. Francisville, LA",268315,32600.27
"Entergy Louisiana, LLC - Willow Glen",2013-10-22T00:00:00Z,"2605 Highway 75, St. Gabriel, LA",191863,24692.77
"Brookfield District Energy USA, LLC",2014-12-09T00:00:00Z,"1661 Gravier Street, New Orleans, LA",1985131,412510.22
Entergy New Orleans Inc.-Michoud,2014-08-26T00:00:00Z,"3601 Paris Road, New Orleans, LA",1760556,365843.54
"Entergy Louisiana, LLC - Little Gypsy",2013-10-22T00:00:00Z,"17420 River Road, Montz, LA",9136642,1597998.69
"Entergy Louisiana, LLC - Ninemile Point",2013-10-22T00:00:00Z,"1617 River Road, Westwego, LA",2429476,378026.47
"Entergy Louisiana, LLC - Perryville",2013-10-22T00:00:00Z,"11140 Hwy 165 North, Sterlington, LA",238783,32999.81
"Entergy Louisiana, LLC - Sterlington",2013-10-22T00:00:00Z,"101 Boardman, Sterlington, LA",370737,51235.85
"Entergy Louisiana, LLC - Waterford 1, 2 & 4",2013-10-22T00:00:00Z,"17705 River Road, Killona, LA",4694775,821116.15
"Entergy Louisiana, LLC - Waterford 3",2013-10-22T00:00:00Z,"17265 River Road, Killona, LA",19947820,3488873.72
"Entergy Louisiana, LLC - Waterford 3",2014-08-26T00:00:00Z,"17265 River Road, Killona, LA",8460967,1500762.46
"Entergy Louisiana, LLC - Waterford 3",2017-02-21T00:00:00Z,"17265 River Road, Killona, LA",11895655,2100928.52
"Entergy Louisiana, LLC - Waterford 3",2014-08-26T00:00:00Z,"17265 River Road, Killona, LA",17673388,2872872.56
"Stuller, Inc.",2013-10-22T00:00:00Z,"302 Rue Louis XIV, Lafayette, LA",1355674,174746.38
"Entergy Texas, Inc. - Big Cajun",2013-10-22T00:00:00Z,"Hwy 981, New Roads, LA",418074,34867.37
"Entergy Texas, Inc. - Nelson",2013-10-22T00:00:00Z,"3500 Houston River Road, Westlake, LA",184350,33607.01
"Intralox, LLC",2013-10-22T00:00:00Z,"201 Laitram Lane, Harahan, LA",4670404,1056994.07
"Entergy Louisiana, LLC - Big Cajun",2013-10-22T00:00:00Z,"Hwy 981, New Roads, LA",565633,47173.79
"Entergy Louisiana, LLC - Nelson",2013-10-22T00:00:00Z,"3500 Houston River Road, Westlake, LA",1745544,318212.67
"Noble Plastics, Inc.",2013-10-22T00:00:00Z,"318 Burleigh Lane, Grand Coteau, LA",149553,12966.25
Compressor Engineering Corporation,2014-10-28T00:00:00Z,"15888 Industry Way, Walker, LA",3105840,553460.87
Exxon Mobil Corporation (Refinery),2013-10-22T00:00:00Z,"4045 Scenic Highway, Baton Rouge, LA",51330122,8484869.17
Exxon Mobil Corp dba Exxon Mobil Corp (Chemical),2013-10-22T00:00:00Z,"4999 Scenic Hwy, Baton Rouge, LA",33343097,5676913.93
Exxon Mobil Corporation (Plastics),2013-10-22T00:00:00Z,"11675 Scotland-Zachary Hwy 19, Baton Rouge, LA",6735649,1113402.78
Exxon Mobil Corporation (Polyolefins),2013-10-22T00:00:00Z,"12875 Scenic Highway, Baton Rouge, LA",9626842,1591316.98
"PBF Holding Company, LLC",2013-10-22T00:00:00Z,"500 W. St. Bernard Hwy, Chalmette, LA",71383506,11786225.72
Bollinger Quick Repair LLC,2013-10-22T00:00:00Z,"615 Destrehan Avenue, Harvey, LA",2511219,390745.68
"Bollinger Marine Fabricators, LLC",2013-10-22T00:00:00Z,"816 Bollinger Lane, Amelia, LA",1834833,286924.9
Bollinger Larose LLC,2013-10-22T00:00:00Z,"1515 Hwy 24, Larose, LA",1790116,334476.12
"Chand, LLC",2013-10-22T00:00:00Z,"157 Hwy 654, Mathews, LA",21573,3965.12
Bollinger Fourchon LLC,2013-10-22T00:00:00Z,"106 Norman Doucet Dr, Golden Meadow, LA",970679,426.42
Bollinger Shipyards Lockport LLC,2013-10-22T00:00:00Z,"8365 Hwy. 308 South, Lockport, LA",691731,127564.92
"Bollinger Amelia Repair, LLC",2013-10-22T00:00:00Z,"606 Ford Industrial Lane, Amelia, LA",111141,12196.81
Baker Hughes Oilfield Operations,2014-10-28T00:00:00Z,"1058 Baker Hughes Drive, Broussard, LA",17664661,2772641.53
Hayes Manufacturing Co Inc,2012-10-23T00:00:00Z,"106 Pelican Drive, Pineville, LA",1331188,220311.61
"Louisiana State Printing, LLC",2013-02-26T00:00:00Z,"465 Aymond Street, Eunice, LA",1274805,157820.98
"Guico Machine Works, Inc",2013-10-22T00:00:00Z,"48398 Highway 51, Tickfaw, LA",705860,87456.05
"Guico Properties, LLC",2013-10-22T00:00:00Z,"48398 Highway 51, Tickfaw, LA",500289,60785.11
Union Carbide Corporation,2013-10-22T00:00:00Z,"Hwy 18, River Rd, Taft, LA",34e5,488353.71
"REG Geismar, LLC",2014-10-28T00:00:00Z,"36187 Highway 30, Geismar, LA",4056528,3374811.95
"REG Geismar, LLC",2015-10-27T00:00:00Z,"PO Box 599, Geismar, LA",131551716,18009585.48
Valero Refining - Meraux LLC,2012-02-28T00:00:00Z,"2500 East St. Benard Hwy, Meraux, LA",68847442,10719546.72
Valero Refining - Meraux LLC,2017-08-23T00:00:00Z,"2500 East St. Benard Hwy, Meraux, LA",68847442,10719546.72
K&B Machine Works LLC,2013-10-22T00:00:00Z,"2186 Grand Caillou Rd., Houma, LA",1653865,113083.19
"MTP Drivetrain Services, LLC",2013-10-22T00:00:00Z,"205 McDonald Drive, Many, LA",742033,101665.82
Union Carbide Corporation,2013-10-22T00:00:00Z,"Hwy. 18 River Road, Taft, LA",92e5,1060469.07
BASF Corporation,2013-10-22T00:00:00Z,"8404 River Road, Geismar, LA",95e5,1461126.6
"Gulf Crane Services, Inc.",2013-10-22T00:00:00Z,"73413 Bollfield Drive, Covington, LA",267502,72117.44
Alliance Laser Inc,2012-10-23T00:00:00Z,"220 Strawberry Street, Slidell, LA",376820,95636.92
W.R. Grace & Co.,2013-10-22T00:00:00Z,"16122 River Road, Norco, LA",355e4,538072.83
"Utz Quality Foods, Inc.",2013-10-22T00:00:00Z,"307 E Airline Hwy, Gramercy, LA",1714033,290871.4
Marathon Petroleum Company LP,2015-12-08T00:00:00Z,"155 Sugarcane Road, Garyville, LA",36769502,6498692.05
Marathon Petroleum Company LP,2013-10-22T00:00:00Z,"155 Sugarcane Road, Garyville, LA",2650083,523551.06
Marathon Petroleum Company LP,2013-10-22T00:00:00Z,"155 Sugarcane Road, Garyville, LA",16735948,3120876.39
Marathon Petroleum Company LP,2013-10-22T00:00:00Z,"155 Sugarcane Road, Garyville, LA",1601102,303973.5
Marathon Petroleum Company LP,2014-10-28T00:00:00Z,"155 Sugarcane Road, Garyville, LA",7843044,1386650.18
Marathon Petroleum Company LP,2013-10-22T00:00:00Z,"155 Sugarcane Road, Garyville, LA",2132853,424558.58
Marathon Petroleum Company LP,2015-12-08T00:00:00Z,"155 Sugarcane Road, Garyville, LA",25546360,4346644.09
Marathon Petroleum Company LP,2014-10-28T00:00:00Z,"155 Sugarcane Road, Garyville, LA",1978619,349872.35
"Baby's Coffee, LLC",2012-10-23T00:00:00Z,"282 Rees Street, Breaux Bridge, LA",500620,81951.49
Exxon Mobil Corporation (Lubes),2012-10-23T00:00:00Z,"2239 Hwy 1 North, Port Allen, LA",3552349,430544.7
Exxon Mobil Corporation (Lubes),2012-10-23T00:00:00Z,"2239 Hwy 1 North, Port Allen, LA",2968525,359785.23
Stupp Corporation,2014-10-28T00:00:00Z,"12555 Ronaldson Road, Baton Rouge, LA",87017305,14235949.3
"Ruffin Building Systems, Inc.",2012-10-23T00:00:00Z,"6914 Hwy 2, Oak Grove, LA",160622,16528
Morton Salt,2012-10-23T00:00:00Z,"Hwy 83 South, Weeks Island, LA",1194855,137288.95
Ingevity South Carolina LLC,2012-10-23T00:00:00Z,"400 Crosby Road, DeRidder, LA",2336750,377151.45
"Vanoil Completion Systems, LLC",2012-10-23T00:00:00Z,"104-B Boyce Street, Lafayette, LA",416024,53292.67
"Halliburton Energy Services, Inc.",2012-10-23T00:00:00Z,"12440 Offshore Road, Abbeville, LA",516633,77113.47
"Halliburton Energy Services, Inc.",2012-10-23T00:00:00Z,"365 Halliburton Road, Venice, LA",153676,15075.62
Halliburton Energy Services Inc.,2012-10-23T00:00:00Z,"1187 Evangeline Thruway, Broussard, LA",2102760,742392.27
"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.",2012-10-23T00:00:00Z,"3500 Bayou D'Inde Road, Sulphur, LA",238355,75116.32
"Halliburton Energy Services, Inc.",2012-10-23T00:00:00Z,"900 Youngs Road, Morgan City, LA",3263784,385899.38
"Bercen, Inc. a division of Cranston Printworks Co.",2012-10-23T00:00:00Z,"30140 Eden Church Road, Denham Springs, LA",542833,106829.53
Pellerin Milnor Corporation,2012-10-23T00:00:00Z,"700 Jackson Street, Kenner, LA",610424,91378.95
Custom Metal Works Inc.,2013-12-10T00:00:00Z,"15353 Hooper Rd., Central, LA",2299916,376266.26
Custom Metal Works Inc.,2014-10-28T00:00:00Z,"11415 Blackwater Road, Baker, LA",917361,150080.26
"Schoeller-Bleckmann Energy Services, LLC",2012-10-23T00:00:00Z,"712 St. Etienne Rd., Broussard, LA",1255632,160846.46
"Life Water, LLC dba Mountain Brook Water",2012-10-23T00:00:00Z,"100 Avenue C, Kentwood, LA",131579,15868.43
Dow Chemical Company,2013-10-22T00:00:00Z,"21255 LA Hwy 1, Plaquemine, LA",48e5,566913.72
Union Carbide Corporation,2013-10-22T00:00:00Z,"Highway 18, River Rd, Taft, LA",246e5,4302540
Union Carbide Corporation,2013-10-22T00:00:00Z,"Highway 18, River Rd, Taft, LA",70979693,12682172.85
"Boise Packaging & Newsprint, LLC",2013-10-22T00:00:00Z,"4200 Hwy 190 West, DeRidder, LA",1249002,200714.62
"Frymaster, L.L.C.",2012-10-23T00:00:00Z,"8700 Line Avenue, Shreveport, LA",3802577,832384.32
"Frymaster, L.L.C.",2012-10-23T00:00:00Z,"5489 Campus Drive, Shreveport, LA",1869298,409189.33
Cos-Mar Company,2012-04-24T00:00:00Z,"6325 Highway 75 River Road, Carville, LA",4793715,736314.62
"Plastipak Packaging, Inc.",2012-10-23T00:00:00Z,"4101 Pardue Road, Pineville, LA",2180089,360502.11
Procter & Gamble Manufacturing,2013-10-22T00:00:00Z,"3701 Monroe Highway, Pineville, LA",24655756,3898310.69
"Axiall, LLC",2012-10-23T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4429407,570950.56
"Axiall, LLC",2012-10-23T00:00:00Z,"26100 Highway 405, Plaquemine, LA",4333953,558646.54
"Axiall, LLC",2012-10-23T00:00:00Z,"26100 Highway 405, Plaquemine, LA",3873350,499274.82
"Georgia Gulf Lake Charles, LLC",2012-10-23T00:00:00Z,"1600 VCM Plant Road, Westlake, LA",655980,124177.01
Rapides-Grant Gin Inc,2012-12-11T00:00:00Z,"4510 Highway 121, Boyce, LA",91712,15159.99
"Capitol Manufacturing Co., LLC",2012-10-23T00:00:00Z,"1125 Capitol Rd., Crowley, LA",4915461,556757.89
"Capitol Manufacturing Co., LLC",2012-10-23T00:00:00Z,"1125 Capitol Rd., Crowley, LA",4961337,562481
"Slidell Welding Services, Inc.",2012-09-24T00:00:00Z,"38123 Hwy. Dept. Rd., Pearl River, LA",279647,70974.41
Coca Cola Bottling Co. United Gulf Coast LLC,2013-10-22T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",105884958,23798312.24
Coca-Cola Company (dba Coca-Cola North America),2012-02-28T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",21632507,3556384.15
Coca-Cola Company (dba Coca-Cola North America),2014-10-28T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",21632507,3556384.15
Coca-Cola Company (dba Coca-Cola North America),2013-12-10T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",261995,3556384.15
Coca-Cola Company (dba Coca-Cola North America),2017-06-28T00:00:00Z,"9696 Plank Road, Baton Rouge, LA",261995,3556384.15
"Zagis USA, LLC",2014-08-26T00:00:00Z,"21095 South Frontage Road, Lacassine, LA",18894496,3065152.6
Ardagh Glass Inc.,2012-10-23T00:00:00Z,"4241 Highway 563, Simsboro, LA",2248176,356294.59
"Hunt Forest Products, L.L.C.",2012-10-23T00:00:00Z,"1860 Hwy 524 East, Pollock, LA",143629,31957.45
"Diamond B Construction Company, LLC",2015-10-27T00:00:00Z,"2090 Industrial Park Road, Alexandria, LA",4785964,795905.81
"Steel Fab Leasing, LLC",2012-10-23T00:00:00Z,"2101 Booth Street, Monroe, LA",130760,17835.53
"Riverland Industries, Inc.",2012-10-23T00:00:00Z,"12537 Scenic Hwy., Baton Rouge, LA",637109,105250.41
American Warrior,2012-10-23T00:00:00Z,"1347 Evangeline Thruway, Broussard, LA",1212269,198448.44
"Arch Chemicals, Inc",2012-10-23T00:00:00Z,"960 I-10 at Westlake Exit, Lake Charles, LA",594961,112626.12
"Gesipa Fasteners USA, Inc.",2012-10-23T00:00:00Z,"1830 N Pine St, Vivian, LA",92165,20174.92
"Shintech Louisiana, LLC",2012-10-23T00:00:00Z,"9750 LA Highway 1 South, Addis, LA",2797251,339026.82
"Great Southern Wood - Louisiana, Inc.",2012-10-23T00:00:00Z,"334 Elder Wood Road, Mansura, LA",198367,16940.54
Precise Printing Corporation,2012-10-23T00:00:00Z,"2826 Greenwood St., Kenner, LA",104194,15160.23
Southland Printing Company Inc,2012-10-23T00:00:00Z,"213 Airport Drive, Shreveport, LA",93670,20504.36
Union Carbide Corporation,2012-10-23T00:00:00Z,"Hwy 18, River Rd, Taft, LA",2172709,249951.86
Union Carbide Corporation,2012-10-23T00:00:00Z,"Hwy 18, River Rd, Taft, LA",2670555,270405.7
