exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
282,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2013/10/22,344104.81000000000,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3624.418269907092508
283,Honeywell International,"5525 Highway 3115, Carville, LA",2013/10/22,2013046.93999999994,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,4037.440286672992443
285,"RTD Beverages, LLC","72070 Highway 1077, Covington, LA",2015/08/25,5051779.58000000007,1408,"Reiher, LLC",-90.193060000000003,30.469169999999998,3468.135011088155807
286,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2012/10/23,333034.69000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
288,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2013/10/22,328293.34999999998,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
290,"Gulf Island Marine Fabricators, LLC","301 Bayou Dularge Road, Houma, LA",2014/10/28,1405602.33000000007,557,Terrebonne Parish Consolidated Government,-90.719116670000005,29.555866670000000,4404.823857757383848
291,"Gulf Island Marine Fabricators, LLC","301 Bayou Dularge Road, Houma, LA",2015/08/25,1567942.40999999992,557,Terrebonne Parish Consolidated Government,-90.719116670000005,29.555866670000000,4404.823857757383848
292,"Air Products and Chemicals, Inc.","2 Gulf States Utility Road, Baton Rouge, LA",2015/12/08,26954889.94999999925,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,3160.550494612301918
299,E B Smith Lumber Company,"18946 LA Highway 190 E, Port Barre, LA",2012/10/23,1306.09000000000,1218,Rapiere Resources Company,-91.912553000000003,30.537814000000001,4906.788366520810996
302,Trinity Yachts LLC,"4325 France Road, New Orleans, LA",2012/10/23,87267.17999999999,1420,Entergy New Orleans,-90.027119440000007,30.003533330000000,1874.234412736588411
305,Phillips 66 Company,"15551 Hwy 23, Belle Chasse, LA",2014/12/09,4352899.75000000000,1169,"Cannon Medical Carubba Engineering, Inc.",-89.970979999999997,29.686990000000002,3692.266177609153601
307,"Valero Refining-New Orleans, LLC","14902 River Road, Norco, Norco, LA",2014/04/29,234442648.65999999642,643,"Valero Refining - New Orleans, LLC",-90.399491670000003,29.987061109999999,2989.429042843538355
308,"Gulf Island, LLC","567 Thompson Road, Houma, LA",2013/10/22,583894.29000000004,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5173.132726897152679
309,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2014/10/28,132439.57999999999,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,5194.361169056369363
313,"Dynomach, Inc.","1146 Commercial Drive, Port Allen, LA",2013/10/22,50560.16000000000,2131,Air Liquide,-91.222769439999993,30.440755559999999,3204.880649561616792
314,"EAM Nelson Holding, LLC","3500 Houston River Road, Westlake, LA",2013/10/22,12313.09000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
326,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, Montz, LA",2013/10/22,1597998.68999999994,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,540.610662665786208
327,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2013/10/22,378026.46999999997,1616,"Cargill, Inc.",-90.143100000000004,29.936699999999998,3545.669347051599289
330,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2013/10/22,821116.15000000002,1033,St Charles Parish Department of Public Works,-90.464124999999996,30.004511000000001,4292.057201787418308
331,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2013/10/22,3488873.72000000020,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
332,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2014/08/26,1500762.45999999996,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
333,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2017/02/21,2100928.52000000002,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
334,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2014/08/26,2872872.56000000006,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
337,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2013/10/22,33607.01000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
338,"Intralox, LLC","201 Laitram Lane, Harahan, LA",2013/10/22,1056994.07000000007,155,"Jefferson Parish Water Department, R. Douglas Vincent",-90.162813889999995,29.953316670000000,4603.100121082889927
340,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2013/10/22,318212.66999999998,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
342,Compressor Engineering Corporation,"15888 Industry Way, Walker, LA",2014/10/28,553460.87000000000,2356,"Buzzell & Bryson, LLC",-90.861668890000004,30.490763609999998,955.899841934775054
347,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2013/10/22,11786225.72000000067,805,St. Bernard Parish Director of Public Works,-89.959444439999999,29.928333330000001,4953.254903050210487
348,Bollinger Quick Repair LLC,"615 Destrehan Avenue, Harvey, LA",2013/10/22,390745.67999999999,1168,"John W. Stone Oil Distributor, L.L.C. c/o EDG, Inc.",-90.087183999999993,29.910840000000000,4023.718637425661655
349,"Bollinger Marine Fabricators, LLC","816 Bollinger Lane, Amelia, LA",2013/10/22,286924.90000000002,282,"Bollinger Morgan City, L.L.C.",-91.106783329999999,29.646338889999999,1701.051797291227331
350,Bollinger Larose LLC,"1515 Hwy 24, Larose, LA",2013/10/22,334476.12000000000,1862,"Discovery Producer Services, LLC",-90.397499999999994,29.543333329999999,2476.472710301150073
352,Bollinger Fourchon LLC,"106 Norman Doucet Dr, Golden Meadow, LA",2013/10/22,426.42000000000,812,Bollinger Fourchon,-90.216655560000007,29.128205560000001,659.961861044180978
353,Bollinger Shipyards Lockport LLC,"8365 Hwy. 308 South, Lockport, LA",2013/10/22,127564.92000000000,829,"Bollinger Shipyards Lockport, LLC",-90.492000000000004,29.613980560000002,203.152333306556159
354,"Bollinger Amelia Repair, LLC","606 Ford Industrial Lane, Amelia, LA",2013/10/22,12196.81000000000,2472,"Bollinger Amelia Repair, LLC",-91.115920000000003,29.640940000000001,1232.575242298845978
358,"Guico Machine Works, Inc","48398 Highway 51, Tickfaw, LA",2013/10/22,87456.05000000000,51,Tangipahoa Consolidated Gravity Drainage District 4 rockbanks,-90.482560000000007,30.561380000000000,1906.688818698372415
359,"Guico Properties, LLC","48398 Highway 51, Tickfaw, LA",2013/10/22,60785.11000000000,51,Tangipahoa Consolidated Gravity Drainage District 4 rockbanks,-90.482560000000007,30.561380000000000,1906.688818698372415
360,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2013/10/22,488353.71000000002,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
361,"REG Geismar, LLC","36187 Highway 30, Geismar, LA",2014/10/28,3374811.95000000019,2064,Shriver Construction,-91.005933330000005,30.222316670000001,1931.953711456776091
362,"REG Geismar, LLC","PO Box 599, Geismar, LA",2015/10/27,18009585.48000000045,2309,Methanex USA,-91.025802780000006,30.203680830000000,126.395329750997405
363,Valero Refining - Meraux LLC,"2500 East St. Benard Hwy, Meraux, LA",2012/02/28,10719546.72000000067,1584,Valero Refining – Mereaux LLC,-89.945832999999993,29.925277999999999,1968.212268622409738
364,Valero Refining - Meraux LLC,"2500 East St. Benard Hwy, Meraux, LA",2017/08/23,10719546.72000000067,1584,Valero Refining – Mereaux LLC,-89.945832999999993,29.925277999999999,1968.212268622409738
365,K&B Machine Works LLC,"2186 Grand Caillou Rd., Houma, LA",2013/10/22,113083.19000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,4067.630158501291589
367,Union Carbide Corporation,"Hwy. 18 River Road, Taft, LA",2013/10/22,1060469.07000000007,719,Amanda Clark,-93.231166669999993,30.247427779999999,1522.528308155457808
368,BASF Corporation,"8404 River Road, Geismar, LA",2013/10/22,1461126.60000000009,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
370,Alliance Laser Inc,"220 Strawberry Street, Slidell, LA",2012/10/23,95636.92000000000,1620,Textron Marine & Land Systems,-89.780169999999998,30.300280000000001,3303.950491433444768
382,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2012/10/23,430544.70000000001,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
383,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2012/10/23,359785.22999999998,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
386,Morton Salt,"Hwy 83 South, Weeks Island, LA",2012/10/23,137288.95000000001,1695,Timothy Thibodeaux,-91.819766999999999,30.010247000000000,2423.486939178741068
387,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2012/10/23,377151.45000000001,382,Ingevity,-93.289370000000005,30.827449000000001,3425.003975681363045
389,"Halliburton Energy Services, Inc.","12440 Offshore Road, Abbeville, LA",2012/10/23,77113.47000000000,715,"John W. Stone Oil Distributor, LLC",-92.181958330000001,29.779305560000001,406.965256265308824
390,"Halliburton Energy Services, Inc.","365 Halliburton Road, Venice, LA",2012/10/23,15075.62000000000,932,The Louisiana Fruit Company,-89.353274999999996,29.257891669999999,546.910711189252879
392,"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.","3500 Bayou D'Inde Road, Sulphur, LA",2012/10/23,75116.32000000001,1542,Scott Moffett,-93.317899999999995,30.221399999999999,3429.461747038635167
393,"Halliburton Energy Services, Inc.","900 Youngs Road, Morgan City, LA",2012/10/23,385899.38000000000,1828,"Texas Gas Transmission, LLC",-91.197866669999996,29.682186110000000,3405.083053525261221
394,"Bercen, Inc. a division of Cranston Printworks Co.","30140 Eden Church Road, Denham Springs, LA",2012/10/23,106829.53000000000,1883,Livingston Parish Library,-90.927458599999994,30.483900500000001,1256.386252913436010
395,Pellerin Milnor Corporation,"700 Jackson Street, Kenner, LA",2012/10/23,91378.95000000000,1385,"Kel-Kat Land, LLC",-90.244799999999998,29.971000000000000,2965.307375211740236
400,Dow Chemical Company,"21255 LA Hwy 1, Plaquemine, LA",2013/10/22,566913.71999999997,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
401,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2013/10/22,4302540.00000000000,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
402,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2013/10/22,12682172.84999999963,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
406,Cos-Mar Company,"6325 Highway 75 River Road, Carville, LA",2012/04/24,736314.62000000000,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,1110.843685964975975
412,"Georgia Gulf Lake Charles, LLC","1600 VCM Plant Road, Westlake, LA",2012/10/23,124177.00999999999,2016,Union Pacific Railway Corporation,-93.283394999999999,30.237990000000000,3472.995494108912226
417,Coca Cola Bottling Co. United Gulf Coast LLC,"9696 Plank Road, Baton Rouge, LA",2013/10/22,23798312.23999999836,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
418,Coca-Cola Company (dba Coca-Cola North America),"9696 Plank Road, Baton Rouge, LA",2012/02/28,3556384.14999999991,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
419,Coca-Cola Company (dba Coca-Cola North America),"9696 Plank Road, Baton Rouge, LA",2014/10/28,3556384.14999999991,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
420,Coca-Cola Company (dba Coca-Cola North America),"9696 Plank Road, Baton Rouge, LA",2013/12/10,3556384.14999999991,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
421,Coca-Cola Company (dba Coca-Cola North America),"9696 Plank Road, Baton Rouge, LA",2017/06/28,3556384.14999999991,1955,Baton Rouge Metropolitan Airport,-91.136388999999994,30.543889100000001,1765.939607289898959
422,"Zagis USA, LLC","21095 South Frontage Road, Lacassine, LA",2014/08/26,3065152.60000000009,2477,BNSF Railway Company,-92.946700000000007,30.237100000000002,4981.812424832617580
431,"Shintech Louisiana, LLC","9750 LA Highway 1 South, Addis, LA",2012/10/23,339026.82000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,2317.351499082209102
433,Precise Printing Corporation,"2826 Greenwood St., Kenner, LA",2012/10/23,15160.23000000000,1409,St Charles Parish Government,-90.280270000000002,30.006599999999999,4121.502900236604546
435,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,249951.85999999999,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
436,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,270405.70000000001,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
438,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,73021.42000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
439,"Arkema, Inc.","Highway 18, River Rd, Taft, LA",2014/12/09,542722.21999999997,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
441,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,608728.20999999996,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
442,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,312746.65999999997,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
443,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,136773.59000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
444,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,317695.02000000002,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
445,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,284207.94000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
446,Dow Chemical Company,"21255 LA Hwy 1 South, Plaquemine, LA",2012/10/23,240300.01999999999,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
447,Dow Chemical Company,"21255 LA Hwy 1, Plaquemine, LA",2012/10/23,292378.84000000003,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
448,Dow Chemical Company,"21255 LA Hwy 1, Plaquemine, LA",2012/10/23,336424.09999999998,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
450,Dow Chemical Company,"21255 LA Hwy 1, Plaquemine, LA",2012/10/23,447745.88000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
452,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,374494.90999999997,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
453,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,286691.15000000002,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
454,"Arkema, Inc.","Highway 18, River Rd, Taft, LA",2014/12/09,307071.78000000003,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
455,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,588752.38000000000,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
456,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2012/10/23,199494.35000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
458,"Arkema, Inc.","Highway 18, River Rd, Taft, LA",2014/12/09,520336.26000000001,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
459,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,412516.53999999998,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
460,Dow Chemical Company,"21255 LA Hwy 1, Plaquemine, LA",2012/10/23,235024.01000000001,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
461,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,566648.18999999994,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
462,Union Carbide Corporation,"Hwy 18, River Rd, Taft, LA",2012/10/23,639523.63000000000,1455,Dow Chemical Company,-90.443333330000002,29.992500000000000,2540.864287046155823
