idx,PN,article_id,Date,CommentDeadline,Applicant,Type,Parish,Analyst,Phone,Email,NoticeURL,PlatsURL,CommentsURL,LIVEMAPURL,Notice,Plats,Comments,LIVEMAP,LDEQAI,LatDMS,LongDMS,Latitude,Longitude,WetlandAcres,ImpactGIS,WetlandNotes,ImpactType,OilGas,Description,Source,TenacreQ,fPlatsURL,fLIVEMAPURL,fCommentsURL,Year,,,,,,,,,,,,,,,,
3023,P20170028,,8/8/2017,8/28/2017,"EnergyQuest II, LLC",CUP,Saint Mary ,Wolfe,(225)342-0565,Amelia.Wolfe@la.gov,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_cmd_permit.cart_permit_frame?pcup_num=P20170028,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170028&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170028,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170028,,,,,,,,29.5746972,-91.4820829,0.51,5,,Pipelines,Yes,Removal and abandonment of pipeline,,,,,,2017,,,,,,,,,,,,,,,,
3022,P20170595,,8/8/2017,8/28/2017,Dennis Howze ,CUP,LaFourche,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_cmd_permit.cart_permit_frame?pcup_num=P20170595,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170595&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170595,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170595,,,,,,,,30.2763917,-90.7767579,0,2,,Residential Developments ,,Bulkhead repair and replace,,,,,,2017,,,,,,,,,,,,,,,,
3021,P20170178,,8/8/2017,8/28/2017,LaFourche Parish Department of Public Works,CUP,LaFourche,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170178&pline_id=7&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170178&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170178,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170178,,,,,,,,29.7469444,90.6099718,0.07,2,,Drainage Projects,No ,replacement and upgrade of an existing drain pump station,,,,,,2017,,,,,,,,,,,,,,,,
3020,MVN-2014-02510-CM,1262577,7/31/2017,8/21/2017,Burbank Highland LLC assisted living facility,404,Baton Rouge,Neil T Gauthier,(504) 862-1301,Neil.T.Gauthier@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1262577/mvn-2014-02510-cm/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2014_02510_ PNall.pdf?ver=2017-07-31-120826-377,,,,,,,,,,30.348262,-91.0907445,8.00,2,,Commercial Developments,No,8070202,Bad,More than 10 acres destroyed,,,,2017,,,,,,,,,,,,,,,,
3019,MVN-2015-0586-WJJ,1262048,7/31/2017,8/19/2017,Westland Subdivision ATF,404,Calcasieu,Bobby D Quebedeaux,(504) 862-2224,bobby.d.quebedeaux@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1262048/mvn-2015-0586-wjj/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2015_0586_PNall.pdf?ver=2017-07-30-162242-703,,,,,,,,,,30.2881,-93.4321,43.33,4,,Residential Developments,Yes,8080206,,More than 10 acres destroyed,,,,2017,,,,,,,,,,,,,,,,
3018,MVN-2015-0586-WJJ,1261930,7/31/2017,8/20/2017,Westland Subdivision [duplicate],,Calcasieu,Bobby D Quebedeaux,(504) 862-2224,bobby.d.quebedeaux@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1261930/mvn-2015-0586-wjj/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2015_0586_PNall.pdf?ver=2017-07-30-162242-703,,,,,,,,,,,,,,,,No,8080206,,,,,,2017,,,,,,,,,,,,,,,,
3017,CPPJ-214,1261653,7/31/2017,8/21/2017,MVN USACE and Calcasieu Parish,spn,Calcasieu,Martin S Mayer,(504)862-2255,martin.s.mayer@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1261653/cppj-214/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2nd PN for CPPJ 214.pdf?ver=2017-07-28-153346-873,,,,,,,,,,,,,,,Other,Yes,12308249,,More than 10 acres destroyed,,,,2017,,,,,,,,,,,,,,,,
3016,MVN-2010-00430-CM,1261334,7/31/2017,8/19/2017,Rockhurst ATF Livingston Isabella Lakes fill of Dumplin Creek,404,Livingston,Neil T Gauthier,(504) 862-1301,Neil.T.Gauthier@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1261334/mvn-2010-00430-cm/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2010_00430_PNall.pdf?ver=2017-07-28-134220-000,,,,,,,,,,30.5106433,-90.864041,10.86,3,,Residential Developments,No,8070202,Bad,More than 10 acres destroyed,,,,2017,,,,,,,,,,,,,,,,
3015,MVN-1998-02254-WPP,1261079,7/31/2017,8/21/2017,Tony Palermo Shady Oaks Subdivision ATF prev auth,404,Calcasieu,Johnny Duplantis,(504) 862-2574,,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1261079/mvn-1998-02254-wpp/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/MVN-1998-02254-WPP-PNALL.pdf?ver=2017-07-28-111400-497,,,,,,,,,,30.308936,-93.361298,25.00,4,,Residential Developments,No,,,More than 10 acres destroyed,,,,2017,,,,,,,,,,,,,,,,
3014,MVN-2017-00828-CC,1260753,7/31/2017,8/19/2017,Dennis Howze bulkhead,404,Livingston,Glenn E Dobson,(504) 862-1588,glenn.e.dobson@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1260753/mvn-2017-00828-cc/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2017_00828_CC_PNall.pdf?ver=2017-07-28-075548-833,,,,,,,,,,30.276397,-90.943967,0.00,2,,Recreational Developments,No,8070204,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
3013,MVN-2015-01576-MR,1260457,7/31/2017,8/30/2017,The Nature Conservancy Abita Flatwoods Mitigation,404,St Tammany,Stephen Pfeffer,(504)862-2099,Stephen.D.Pfeffer@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1260457/mvn-2015-01576-mr/,,,,,,,,,,,30.521,89.95,-200.00,1,,Mitigation Banks,No,,,,,,,2017,,,,,,,,,,,,,,,,
3012,MVN-2017-00843-CC,1253147,7/24/2017,8/12/2017,Terrebonne Parish Consolidated Government HANSON CANAL NEAR BAYOU BLACK pump,404,Terrebonne,Glenn E Dobson,(504) 862-1588,glenn.e.dobson@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1253147/mvn-2017-00843-cc/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2017_00843_PNall.pdf?ver=2017-07-20-114824-297,,,,,,,,,,29.602094,-90.860436,5.80,3,,Levees,No,8090302,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
3011,MVN-2017-00729-EV,1253139,7/24/2017,8/12/2017,Tangipahoa Consolidated Gravity Drainage District 4 rockbanks,404,Tangipahoa,Kara Vick,(504) 862-2279,kara.vick@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1253139/mvn-2017-00729-ev/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2017_00729_PNall.pdf?ver=2017-07-20-113254-717,,,,,,,,,,30.56138,-90.48256,0.15,2,325 ln ft,Drainage Projects,No,8090205,Interesting,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
3010,P20170592,,8/2/2017,8/22/2017,CORYEL CULBERTSON,CUP,Tangipahoa,Zumo,(225)342-7272,Stephanie.Zumo@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170592&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170592,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170592,,,,,,"30 20 13.04 , -90 16 41.77",,30.3369556,-90.2804581,0.20,2,,Recreational Developments,No,,,,,,,2017,,,,,,,,,,,,,,,,
3009,P20170694,,8/2/2017,8/22/2017,"Cenac Marine Services, LLC",CUP,Calcasieu,Pecot,(225)342-0884,Jay.Pecot@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170694&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170694,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170694,,,,,,,,30.0683722,-93.3478776,7.80,2,,Transportation Projects,No,Proposal to construct a barge mooring area along the Intracoastal Waterway.,,,,,,2017,,,,,,,,,,,,,,,,
3008,C20170033,,8/2/2017,8/22/2017,USFWS,CON,Plaquemines,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170033&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170033,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170033,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
3007,Special Public Notice,,8/2/2017,8/22/2017,BOEM/BSEE,CON,Offshore,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=Special Public Notice&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=Special Public Notice,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=Special Public Notice,,,,,,,,,,,,,,Yes,,,,,,,2017,,,,,,,,,,,,,,,,
3006,P20170563,,8/1/2017,8/21/2017,CASTEX LAFOURCHE LLP,CUP,Lafourche,O'Neal,(225)342-7942,Matthew.O'Neal@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170563&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170563,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170563,,,,,,,,29.3877806,-90.2644943,0.00,2,,Transportation Projects,Yes,,,,,,,2017,,,,,,,,,,,,,,,,
3005,P20170482,,7/29/2017,8/18/2017,TERREBONNE PARISH CONSOLIDATED GOVERNMENT,CUP,Terrebonne,Pecot,(225)342-0884,Jay.Pecot@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170482&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170482,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170482,,,,,,,,,,4.42,2,,Drainage Projects,No,The project is the construction of a pump station and a swing gate over Hanson Canal to pump the water from Bayou Black,,,,,,2017,,,,,,,,,,,,,,,,
3004,MVN-2015-02527-MB,1249825,7/17/2017,8/16/2017,Ingleside Plantation BLH mitigation,404,Assumption,Brian W Breaux,(504)862-1938,Brian.W.Breaux@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1249825/mvn-2015-02527-mb/,,,,,,,,,,,29.89246,-90.9788,-462.60,1,8090301,Mitigation Banks,No,the re-establishment of 200.8 acres of bottomland hardwood wetlands and preservation of 261.8 acres of existing bottomland hardwood forest wetlands,,Mitigation or restoration,,,,2017,,,,,,,,,,,,,,,,
3003,MVN-2015-02528-MB,1249699,7/17/2017,8/16/2017,Ingleside Plantation BLH mitigation,404,Assumption,Brian W Breaux,(504)862-1938,Brian.W.Breaux@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1249699/mvn-2015-02528-mb/,,,,,,,,,,,29.90246,-90.9804,-657.70,1,8090301,Mitigation Banks,No,The applicant/sponsor proposes the re-establishment of 256.5 acres and rehabilitation of 80.1 acres of bottomland hardwood wetlands and preservation of 321.5 acres of existing bottomland hardwood forest wetlands,,Mitigation or restoration,,,,2017,,,,,,,,,,,,,,,,
3002,MVN-2017-00258-CG,1249179,7/17/2017,8/6/2017,RaceTrac Petroleum Company,404,Ascension,Sandra G Gainey,(504) 862-1545,Sandra.G.Gainey@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1249179/mvn-2017-00258-cg/,,,,,,,,,,,30.1685,-90.8784,1.57,2,8070204,Commercial Developments,Yes,,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
3001,MVN-2016-0473-WJJ,1248223,7/17/2017,8/6/2017,"Bel Commercial, LLC",404,Calcasieu,Bobby Quebedeaux,504 862 2224,Bobby.d.Quebedeaux@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1248223/mvn-2016-0473-wjj/,,,,,,,,,,,30.20127,-93.3637,9.10,2,8080206,Residential Developments,Yes,Little Bayou D'Inde,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
3000,MVN-2017-00716-CC,1248021,7/17/2017,8/5/2017,Terrebonne PCG Petit Calliou floodgate,404,Terrebonne,Glenn E Dobson,(504) 862-1588,glenn.e.dobson@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1248021/mvn-2017-00716-cc/,,,,,,,,,,,29.38742,-90.6174,0.63,2,8090302,Drainage Projects,No,,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
2999,MVN-2017-00793-CC,1247261,7/17/2017,8/5/2017,Dean Martin camp,404,Terrebonne,Glenn E Dobson,(504) 862-1588,glenn.e.dobson@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1247261/mvn-2017-00793-cc/,,,,,,,,,,,29.4244,-90.5673,0.00,2,8090302,Residential Developments,No,,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
2998,MVN-2016-0703-EBB,1247195,7/14/2017,8/6/2017,Abita Springs Estates,404,St Tammany,Jennifer E Burkett,(504) 862-2045,jennifer.e.burkett@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1247195/mvn-2016-0703-ebb/,,,,,,,,,,,30.46268,-90.0732,4.35,2,8090201,Residential Developments,No,,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
2997,MVN-2009-02747-EMM,1241135,7/10/2017,7/26/2017,Louisiana Department of Wildlife and Fisheries,404,Jefferson,Scott N Kennedy,(504) 862-2259,Scott.N.Kennedy@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1241135/mvn-2009-02747-emm/,,,,,,,,,,,28.79129,-91.0336,2.30,2,,Recreational Developments,Yes,Enhance the existing Grand Isle 9 artificial reef site by installing and maintaining constructed reef materials to enhance fishing opportunities in the Gulf of Mexico. Lat/Long approximated.,,10 acres or less destroyed,,,,2017,,,,,,,,,,,,,,,,
2996,C20170135,,7/26/2017,8/15/2017,Corps of Engineers-New Orleans District,CON,"Orleans, St Tammany, Tangipahoa, Jefferson, St Bernard, St Charles",Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170135&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170135,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170135,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2995,C20170136,,7/26/2017,8/15/2017,US Coast Guard,CON,Terrebonne,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170136&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170136,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170136,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2994,C20170137,,7/26/2017,8/15/2017,USDA-NRCS,CON,"Plaquemines, Jefferson",Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170137&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170137,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170137,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2993,C20170139,,7/26/2017,8/15/2017,National Marine Fisheries Service,CON,Offshore,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170139&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170139,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170139,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2992,C20090615 mod 02,,7/26/2017,8/15/2017,USFWS,CON,Cameron,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20090615 mod 02&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20090615 mod 02,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20090615 mod 02,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2991,P20170381,,7/25/2017,8/14/2017,John Lecompte,CUP,Terrebonne,O'Neal,(225)342-7942,Matthew.O'Neal@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170381&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170381,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170381,,,,,,,,29.5495389,-90.6356804,0.14,2,,Residential Developments,No,,,,,,,2017,,,,,,,,,,,,,,,,
2990,P20170167,,7/25/2017,8/14/2017,"Gulf South Pipeline Company, LP",CUP,Terrebonne,Williams,(225)342-1793,Cornelius.Williams@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170167&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170167,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170167,,,,,,,.,29.4033583,-90.6997637,1.02,5,,Pipelines,Yes,"decommission approximately 31,147' of its 4"" Index 274 pipeline in Terrebonne Parish, LA. ",,,,,,2017,,,,,,,,,,,,,,,,
2989,P20170550,,7/21/2017,8/10/2017,Samantha Kugler,CUP,Tangipahoa,Williams,(225)342-1793,Cornelius.Williams@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170550&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170550,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170550,,,,,,,.,30.35,-90.275522,0.01,2,,Recreational Developments,No,camp,,,,,,2017,,,,,,,,,,,,,,,,
2988,P20170501,,7/21/2017,8/10/2017,Driftwood LNG LLC and Driftwood Pipeline LLC,CUP,Calcasieu,James,(225)342-7358,Ontario.James@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170501&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170501,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170501,,,,,,,,30.0952444,-83.3398165,718.00,4,,Industrial Developments,Yes,"A natural gas liquefaction and export facility,",,,,,,2017,,,,,,,,,,,,,,,,
2987,P20170622,,7/21/2017,8/10/2017,Kinder Morgan Louisiana Pipeline LLC,CUP,Cameron,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170622&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170622,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170622,,,,,,,.,30.0213611,-93.7413998,0.86,5,,Pipelines,Yes,"The purpose of the project is to transport natural gas from the existing 42-inch diameter natural gas transmission pipeline owned and operated by KMLP in Cameron Parish, Louisiana to existing KMTejas facilities in Orange County, Texas.",,,,,,2017,,,,,,,,,,,,,,,,
2986,P20150715,,7/21/2017,8/10/2017,Curtis Kronlage,EXT,St Bernard,Amedee,(225)342-3781,Vickie.amedee@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20150715&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150715,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150715,,,,,,,.,29.8501694,-89.6841998,0.13,2,,Recreational Developments,No,bukhead,,,,,,2017,,,,,,,,,,,,,,,,
2985,P20170639,,7/19/2017,8/8/2017,"Discovery Producer Services, LLC",CUP,Lafourche,Hester,(225)342-9410,Brad.Hester@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170639&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170639,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170639,,,,,,,.,29.5425806,-90.3894415,1.77,2,,Pipelines,Yes,"Install a 14"" pipeline to/from the Existing Larose Gas Plant to the existing valve site west of Highway 24.",,,,,,2017,,,,,,,,,,,,,,,,
2984,C20170134,,7/19/2017,8/8/2017,"Louisiana Offshore Oil Port, LLC",CON,Lafourche,Harris,(225)342-7591,Jeff.Harris@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=C20170134&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=C20170134,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=C20170134,,,,,,,.,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2983,P20150695,,7/15/2017,8/4/2017,"Gulf Inland Contractors, Inc.",EXT,"Jefferson, Lafourche",Amedee,(225)342-3781,Vickie.amedee@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20150695&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150695,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150695,,,,,,,.,29.4769306,-90.1227804,0.00,2,,Oil and Gas Facilities,Yes,Removal of oilfield platforms and flowlines located in Little Lake. A tug boat and barge will be used to haul all equipment off site. The flowlines will be cut and pulled onto a barge for removal.,,,,,,2017,,,,,,,,,,,,,,,,
